text,domain,label,stratify_key
In astronomy the concept of black bodies is very important to better calculate the radiation of stars. Which one is the correct definition of a black body?,physics_chemistry,0,physics_chemistry_0
What are the theoretical guarantees of convergence for stochastic gradient descent (SGD) in non-convex optimization landscapes typical of deep neural networks?,statistics_ml,1,statistics_ml_1
"Mr. Golden owns property with a market value of $16,500. The property is located in a city where assessed valuation is 40% of actual value. If the tax rate in the city is 21.3 mills per dollar, how much does Mr. Golden pay in real estate taxes?",social_sciences,0,social_sciences_0
"How does collective writing using MPI-IO occasionally trigger severe POSIX lock contention on parallel file systems like Lustre, and how do OST striping parameters mitigate it?",hpc,1,hpc_1
How do you tune OpenMP thread affinity and MPI rank placement simultaneously on a dual-socket node where NUMA domains span PCIe-attached GPUs to avoid false sharing and remote DRAM penalties?,hpc,1,hpc_1
Explain the psychological mechanisms of terror management theory (TMT) and analyze how mortality salience systematically drives political polarization and out-group hostility.,social_sciences,1,social_sciences_1
Why Collector-to-Base currents ratio in a BJT transistor is always greater than 1?,engineering,0,engineering_0
Algorithm of Lightning Strikes?,cs_software,1,cs_software_1
How can be avoided error SINGLE_EMAIL_LIMIT_EXCEEDED Email limit exceeded if need to send email to one single user?,mathematics,0,mathematics_0
What is the spin of photon,physics_chemistry,0,physics_chemistry_0
"If moral facts are mind-independent, how do we explain the evolutionary origins of moral intuitions without undermining their epistemic authority?",philosophy_ethics,1,philosophy_ethics_1
What are the efficient ways of storing a lot of time series in a database?,statistics_ml,0,statistics_ml_0
"The transfer function of an RC low-pass filter is given as H(f) = [1 / {1 +jf/f_c}] wheref_cis the 3-dB frequency. If the input to this filter is a white noise, find the output noise power N_0 of the filter.",engineering,1,engineering_1
Consider two 5 year bonds: one has a 9% coupon and sells for 101.00; the other has a 7% coupon and sells for 93.20. What is the price of a 5-year zero-coupon bond.,social_sciences,1,social_sciences_1
"According to Socrates, just as there is a difference between what an ironic statement says and its true meaning, so also appearances differ from reality.  Even though societies or individuals appear to differ about what is required for the good life, that in no way contradicts the fact that:",philosophy_ethics,0,philosophy_ethics_0
"A1 and Bob have invested $70,000 and $90,000 respectively, in a business. The profits and losses are shared, so that each partner receives 8% interest on his investment and 1/2 of the balance. If the business earns a $10,000 profit, what is each partner's share?",social_sciences,0,social_sciences_0
A newspaper reporter examined police reports of accidents during the past 12 months to collect data about the speed of a car and its stopping distance. The reporter then constructed a scatterplot and computed a correlation coefficient to show the relation between a car’s speed and its stopping distance. This is an example of,statistics_ml,0,statistics_ml_0
The Daily Planet's rate for one agate line of print is $4. It has a circulation of 2 million. What is themillinerate?,social_sciences,0,social_sciences_0
"In either a fission event or a fusion event, a quantity that remains unchanged is the",engineering,0,engineering_0
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I turned on the baseball field's sprinklers during the baseball game. Scenario 2 | I threw a shovelful of dirt into the wheelbarrow.",philosophy_ethics,0,philosophy_ethics_0
Evaluate the mathematical vulnerability of convolutional neural networks to adversarial examples crafted using the Fast Gradient Sign Method (FGSM) and the efficacy of adversarial training defenses.,statistics_ml,1,statistics_ml_1
Discuss the precise molecular mechanisms by which the malaria parasite Plasmodium falciparum evades the human immune system through rapid antigenic variation of the PfEMP1 protein.,life_sciences,1,life_sciences_1
"Length of the cable is doubled, its capacitance C will be",engineering,0,engineering_0
"Discuss David Lewis's theory of modal realism, and contrast its ontological commitments with actualist approaches to evaluating the truth values of counterfactuals.",philosophy_ethics,1,philosophy_ethics_1
"A shopper in a store sees that a display case is about to fall on a second shopper's head. The shopper does nothing to warn or assist the second shopper, who is a stranger to her. She could have taken action to protect the second shopper without harming herself. Did the shopper have a duty to take action to try and protect the second shopper from injury?",social_sciences,1,social_sciences_1
How do hardware-accelerated reduction trees in NVSwitch architectures fundamentally optimize the all-reduce gradient synchronization phase in distributed deep learning?,hpc,1,hpc_1
Where was the chicken First domesticated?,history_culture,0,history_culture_0
"Dissertation Results. X and Y non-correlation, but then X significantly predictive in regression model. Why?",statistics_ml,0,statistics_ml_0
SQL no matching unique or primary key for this column-list,cs_software,0,cs_software_0
Functionalists such as William James were mainly interested in,social_sciences,0,social_sciences_0
Explain the construction of the Lebesgue integral and demonstrate how it easily handles the integration of the Dirichlet function over the real line.,mathematics,1,mathematics_1
How to code to get the 10001st prime number using Python,mathematics,0,mathematics_0
How do programmers optimize GPU warp occupancy through dynamic shared memory allocation and register footprint minimization techniques?,hpc,1,hpc_1
"Jack Conlon is employed on a salary-plus-commission basis. He receives a salary, of $200 a week, plus a commission of 3% of his sales. He had sales of $3,550 over a two week period. What were his earnings for the two weeks?",social_sciences,0,social_sciences_0
P value got 2.6293E-109 is this statistically significant after doing t-test,statistics_ml,0,statistics_ml_0
How does Peter Singer use the marginal cases argument to assert the moral consideration of non-human animals?,philosophy_ethics,1,philosophy_ethics_1
In what ways does the Ideal Policy framework provide an analytical framework for practitioners' success?,social_sciences,1,social_sciences_1
Body temperature on the average is 98.6°F. What is thison (a)theCelsius scale and (b) the Kelvin scale?,physics_chemistry,0,physics_chemistry_0
Is it better to save bitmaps to Sqlite Databse or Files handling its paths in Database ? - Android,cs_software,0,cs_software_0
Explain the geometric formulation of symplectic manifolds and Darboux's theorem regarding local canonical coordinates.,mathematics,1,mathematics_1
How did silver flows from the Americas reshape Chinese monetary policy and contribute to the destabilization of the Ming Dynasty?,history_culture,1,history_culture_1
"You receive an e-mail from Dr. Brenda Browne, a licensed psychologist, who is currently seeing one of your former clients for a substance abuse disorder. Dr. Browne asks you to forward the client’s file to her and states that the client has signed a release authorizing you to do so. You should:",social_sciences,0,social_sciences_0
